Датум,Цена на последна трансакција,Мак.,Мин.,Просечна цена,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари,kod
18.10.2024,2000,,,2000,0.0,0.0,0,0,RZIT
17.10.2024,2000,,,2000,0.0,0.0,0,0,RZIT
16.10.2024,2000,,,2000,0.0,0.0,0,0,RZIT
15.10.2024,2000,,,2000,0.0,0.0,0,0,RZIT
14.10.2024,2000,,,2000,0.0,0.0,0,0,RZIT
10.10.2024,2000,,,2000,0.0,0.0,0,0,RZIT
08.11.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
07.11.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
06.11.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
05.11.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
04.11.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
01.11.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
31.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
30.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
29.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
28.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
25.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
24.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
22.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
21.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
18.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
17.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
16.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
15.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
14.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
10.10.2024,"6.170,00",,,"6.170,00",0.0,0.0,0,0,RZIZ
08.11.2024,400,,,400,0.0,0.0,0,0,RZLE
07.11.2024,400,,,400,0.0,0.0,0,0,RZLE
06.11.2024,400,,,400,0.0,0.0,0,0,RZLE
05.11.2024,400,,,400,0.0,0.0,0,0,RZLE
04.11.2024,400,,,400,0.0,0.0,0,0,RZLE
01.11.2024,400,,,400,0.0,0.0,0,0,RZLE
31.10.2024,400,,,400,0.0,0.0,0,0,RZLE
30.10.2024,400,,,400,0.0,0.0,0,0,RZLE
29.10.2024,400,,,400,0.0,0.0,0,0,RZLE
28.10.2024,400,,,400,0.0,0.0,0,0,RZLE
25.10.2024,400,,,400,0.0,0.0,0,0,RZLE
24.10.2024,400,,,400,0.0,0.0,0,0,RZLE
22.10.2024,400,,,400,0.0,0.0,0,0,RZLE
21.10.2024,400,,,400,0.0,0.0,0,0,RZLE
18.10.2024,400,,,400,0.0,0.0,0,0,RZLE
17.10.2024,400,,,400,0.0,0.0,0,0,RZLE
16.10.2024,400,,,400,0.0,0.0,0,0,RZLE
15.10.2024,400,,,400,0.0,0.0,0,0,RZLE
14.10.2024,400,,,400,0.0,0.0,0,0,RZLE
10.10.2024,400,,,400,0.0,0.0,0,0,RZLE
08.11.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
07.11.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
06.11.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
05.11.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
04.11.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
01.11.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
31.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
30.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
29.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
28.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
25.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
24.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
22.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
21.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
18.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
17.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
16.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
15.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
14.10.2024,1600,1600.0,1600.0,1600,0.0,2.7,43.2,43.2,RZLV
10.10.2024,1600,,,1600,0.0,0.0,0.0,0.0,RZLV
08.11.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
07.11.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
06.11.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
05.11.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
04.11.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
01.11.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
31.10.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
30.10.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
29.10.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
28.10.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
25.10.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
24.10.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
22.10.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
21.10.2024,57700,,,57700,0.0,0.0,0.0,0.0,RZTK
18.10.2024,57700,57700.0,57700.0,57700,1540.0,135.0,77.895,77.895,RZTK
17.10.2024,50000,,,50000,0.0,0.0,0.0,0.0,RZTK
16.10.2024,50000,,,50000,0.0,0.0,0.0,0.0,RZTK
15.10.2024,50000,,,50000,0.0,0.0,0.0,0.0,RZTK
14.10.2024,50000,,,50000,0.0,0.0,0.0,0.0,RZTK
10.10.2024,50000,,,50000,0.0,0.0,0.0,0.0,RZTK
08.11.2024,2000,,,2000,0.0,0.0,0,0,RZUG
07.11.2024,2000,,,2000,0.0,0.0,0,0,RZUG
06.11.2024,2000,,,2000,0.0,0.0,0,0,RZUG
05.11.2024,2000,,,2000,0.0,0.0,0,0,RZUG
04.11.2024,2000,,,2000,0.0,0.0,0,0,RZUG
01.11.2024,2000,,,2000,0.0,0.0,0,0,RZUG
31.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
30.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
29.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
28.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
25.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
24.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
22.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
21.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
18.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
17.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
16.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
15.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
14.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
10.10.2024,2000,,,2000,0.0,0.0,0,0,RZUG
08.11.2024,4500,4500.0,4500.0,4500,0.0,1.0,45.0,45.0,RZUS
07.11.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
06.11.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
05.11.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
04.11.2024,4500,4500.0,4500.0,4500,0.0,200.0,9.0,9.0,RZUS
01.11.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
31.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
30.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
29.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
28.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
25.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
24.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
22.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
21.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
18.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
17.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
16.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
15.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
14.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
10.10.2024,4500,,,4500,0.0,0.0,0.0,0.0,RZUS
08.11.2024,"3.300,00",,,"3.300,00",0.0,0.0,0,0,SBT
07.11.2024,"3.300,00",,,"3.300,00",0.0,0.0,0,0,SBT
06.11.2024,"3.300,00",,,"3.300,00",0.0,0.0,0,0,SBT
05.11.2024,"3.300,00",,,"3.300,00",0.0,0.0,0,0,SBT
04.11.2024,"3.300,00",,,"3.300,00",0.0,0.0,0,0,SBT
01.11.2024,"3.300,00",,,"3.300,00",0.0,0.0,0,0,SBT
31.10.2024,"3.300,00","3.300,00","3.300,00","3.300,00",151.0,836.0,2.758.800,2.758.800,SBT
30.10.2024,"3.300,00",,,"3.251,03",0.0,0.0,0,0,SBT
29.10.2024,"3.300,00",,,"3.251,03",0.0,0.0,0,0,SBT
28.10.2024,"3.300,00","3.300,00","3.250,00","3.251,03",159.0,242.0,786.750,41.300.850,SBT
25.10.2024,"3.200,00",,,"3.200,00",0.0,0.0,0,0,SBT
24.10.2024,"3.200,00","3.200,00","3.200,00","3.200,00",0.0,150.0,480.000,480.000,SBT
22.10.2024,"3.200,00","3.200,00","3.200,00","3.200,00",0.0,90.0,288.000,288.000,SBT
21.10.2024,"3.200,00",,,"3.200,00",0.0,0.0,0,0,SBT
18.10.2024,"3.200,00","3.200,00","3.200,00","3.200,00",0.0,111.0,355.200,355.200,SBT
17.10.2024,"3.200,00",,,"3.200,00",0.0,0.0,0,0,SBT
16.10.2024,"3.200,00","3.200,00","3.200,00","3.200,00",0.0,504.0,1.612.800,1.612.800,SBT
15.10.2024,"3.200,00",,,"3.200,00",0.0,0.0,0,48.136.760,SBT
14.10.2024,"3.200,00","3.200,00","3.200,00","3.200,00",-152.0,540.0,1.728.000,1.728.000,SBT
10.10.2024,"3.250,00","3.250,00","3.220,00","3.249,45",152.0,219.0,711.630,29.895.930,SBT
08.11.2024,3000,,,3000,0.0,0.0,0,0,SDOM
07.11.2024,3000,,,3000,0.0,0.0,0,0,SDOM
06.11.2024,3000,,,3000,0.0,0.0,0,0,SDOM
05.11.2024,3000,,,3000,0.0,0.0,0,0,SDOM
04.11.2024,3000,,,3000,0.0,0.0,0,0,SDOM
01.11.2024,3000,,,3000,0.0,0.0,0,0,SDOM
31.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
30.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
29.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
28.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
25.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
24.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
22.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
21.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
18.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
17.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
16.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
15.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
14.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
10.10.2024,3000,,,3000,0.0,0.0,0,0,SDOM
08.11.2024,7000,,,7000,0.0,0.0,0,0,SIL
07.11.2024,7000,,,7000,0.0,0.0,0,0,SIL
06.11.2024,7000,,,7000,0.0,0.0,0,0,SIL
05.11.2024,7000,,,7000,0.0,0.0,0,0,SIL
04.11.2024,7000,,,7000,0.0,0.0,0,0,SIL
01.11.2024,7000,,,7000,0.0,0.0,0,0,SIL
31.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
30.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
29.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
28.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
25.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
24.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
22.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
21.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
18.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
17.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
16.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
15.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
14.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
10.10.2024,7000,,,7000,0.0,0.0,0,0,SIL
08.11.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
07.11.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
06.11.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
05.11.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
04.11.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
01.11.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
31.10.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
30.10.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
29.10.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
28.10.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
25.10.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
24.10.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
22.10.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
21.10.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,5.000.100,SKON
18.10.2024,"1.400,00",,,"1.400,00",0.0,0.0,0,0,SKON
08.11.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
07.11.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
06.11.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
05.11.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
04.11.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
01.11.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
31.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
30.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
29.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
28.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
25.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
24.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
22.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
21.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
18.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
17.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
16.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
15.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
14.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
10.10.2024,"65.105,00",,,"65.105,00",0.0,0.0,0,0,SKP
08.11.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
07.11.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
06.11.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
05.11.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
04.11.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
01.11.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
31.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
30.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
29.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
28.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
25.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
24.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
22.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
21.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
18.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
17.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
16.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
15.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
14.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
10.10.2024,"3.100,00",,,"3.100,00",0.0,0.0,0,0,SLAV
08.11.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
07.11.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
06.11.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
05.11.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
04.11.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
01.11.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
31.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
30.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
29.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
28.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
25.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
24.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
22.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
21.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
18.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
17.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
16.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
15.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
14.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
10.10.2024,"24.752,00",,,"24.752,00",0.0,0.0,0,0,SNBT
08.11.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
07.11.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
06.11.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
05.11.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
04.11.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
01.11.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
31.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
30.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
29.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
28.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
25.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
24.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
22.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
21.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
18.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
17.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
16.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
15.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
14.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
10.10.2024,9000,,,9000,0.0,0.0,0,0,SNBTO
08.11.2024,30900,,,30900,0.0,0.0,0,0,SOLN
07.11.2024,30900,,,30900,0.0,0.0,0,0,SOLN
06.11.2024,30900,,,30900,0.0,0.0,0,0,SOLN
05.11.2024,30900,,,30900,0.0,0.0,0,0,SOLN
04.11.2024,30900,,,30900,0.0,0.0,0,0,SOLN
01.11.2024,30900,,,30900,0.0,0.0,0,0,SOLN
31.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
30.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
29.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
28.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
25.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
24.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
22.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
21.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
18.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
17.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
16.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
15.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
14.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
10.10.2024,30900,,,30900,0.0,0.0,0,0,SOLN
08.11.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
07.11.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
06.11.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
05.11.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
04.11.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
01.11.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
31.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
30.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
29.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
28.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
25.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
24.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
22.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
21.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
18.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
17.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
16.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
15.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
14.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
10.10.2024,"7.000,00",,,"7.000,00",0.0,0.0,0,0,SPAZ
08.11.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
07.11.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
06.11.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
05.11.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
04.11.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
01.11.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
31.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
30.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
29.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
28.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
25.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
24.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
22.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
21.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
18.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
17.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
16.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
15.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
14.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
10.10.2024,"4.000,00",,,"4.000,00",0.0,0.0,0,0,SPAZP
08.11.2024,,,,,,0.0,0,0,SPOL
07.11.2024,,,,,,0.0,0,0,SPOL
06.11.2024,,,,,,0.0,0,0,SPOL
05.11.2024,,,,,,0.0,0,0,SPOL
04.11.2024,,,,,,0.0,0,0,SPOL
01.11.2024,,,,,,0.0,0,0,SPOL
31.10.2024,,,,,,0.0,0,0,SPOL
30.10.2024,,,,,,0.0,0,0,SPOL
29.10.2024,,,,,,0.0,0,0,SPOL
28.10.2024,,,,,,0.0,0,0,SPOL
25.10.2024,,,,,,0.0,0,0,SPOL
24.10.2024,,,,,,0.0,0,0,SPOL
22.10.2024,,,,,,0.0,0,0,SPOL
21.10.2024,,,,,,0.0,0,0,SPOL
18.10.2024,,,,,,0.0,0,0,SPOL
17.10.2024,,,,,,0.0,0,0,SPOL
16.10.2024,,,,,,0.0,0,0,SPOL
15.10.2024,,,,,,0.0,0,0,SPOL
14.10.2024,,,,,,0.0,0,0,SPOL
10.10.2024,,,,,,0.0,0,0,SPOL
08.11.2024,36000,,,36000,0.0,0.0,0,0,SSPR
07.11.2024,36000,,,36000,0.0,0.0,0,0,SSPR
06.11.2024,36000,,,36000,0.0,0.0,0,0,SSPR
05.11.2024,36000,,,36000,0.0,0.0,0,0,SSPR
04.11.2024,36000,,,36000,0.0,0.0,0,0,SSPR
01.11.2024,36000,,,36000,0.0,0.0,0,0,SSPR
31.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
30.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
29.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
28.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
25.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
24.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
22.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
21.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
18.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
17.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
16.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
15.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
14.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
10.10.2024,36000,,,36000,0.0,0.0,0,0,SSPR
08.11.2024,"1.964,00","1.964,00","1.964,00","1.964,00",-27.0,155.0,304.420,304.420,STB
07.11.2024,"1.967,00","1.975,00","1.967,00","1.969,28",-28.0,642.0,1.264.276,1.264.276,STB
06.11.2024,"1.975,00","1.990,00","1.970,00","1.974,75",29.0,295.0,582.550,582.550,STB
05.11.2024,"1.969,00","1.969,00","1.969,00","1.969,00",-140.0,25.0,49.225,49.225,STB
04.11.2024,"1.997,00","1.997,00","1.997,00","1.997,00",0.0,27.0,53.919,53.919,STB
